證期會代碼,公司簡稱,分類代碼,分類名稱
05094P,元富4V,0999P,認售權證
05095P,統一MU,0999P,認售權證
05096P,G4亞東,0999P,認售權證
05097P,G5亞東,0999P,認售權證
05098P,A9富邦,0999P,認售權證
05099P,B1富邦,0999P,認售權證
05100P,65中信,0999P,認售權證
05101P,66中信,0999P,認售權證
05102P,兆豐3P,0999P,認售權證
05103P,兆豐3Q,0999P,認售權證
05104P,兆豐3R,0999P,認售權證
05105P,群益FI,0999P,認售權證
05106P,群益FJ,0999P,認售權證
05107P,群益FM,0999P,認售權證
05108P,統一NB,0999P,認售權證
05109P,凱基ML,0999P,認售權證
05110P,凱基MP,0999P,認售權證
05111P,凱基MV,0999P,認售權證
05112P,凱基MW,0999P,認售權證
05113P,LU元大,0999P,認售權證
05114P,B4富邦,0999P,認售權證
05115P,73中信,0999P,認售權證
05116P,元富5A,0999P,認售權證
05117P,元富5B,0999P,認售權證
05118P,元富5C,0999P,認售權證
05119P,元富5D,0999P,認售權證
05120P,元富5E,0999P,認售權證
05121P,元富5F,0999P,認售權證
05122P,元富5G,0999P,認售權證
05123P,永豐3L,0999P,認售權證
05124P,凱基NB,0999P,認售權證
05125P,國泰JC,0999P,認售權證
05126P,國泰JD,0999P,認售權證
05127P,MB元大,0999P,認售權證
05128P,日盛BK,0999P,認售權證
05129P,國泰JF,0999P,認售權證
05130P,國票JJ,0999P,認售權證
05131P,國票JK,0999P,認售權證
05132P,康和GX,0999P,認售權證
05133P,元富5J,0999P,認售權證
05134P,元富5K,0999P,認售權證
05135P,凱基NJ,0999P,認售權證
05136P,永豐3P,0999P,認售權證
05137P,群益FW,0999P,認售權證
05138P,群益FX,0999P,認售權證
05139P,群益FY,0999P,認售權證
05140P,群益FZ,0999P,認售權證
05141P,統一NH,0999P,認售權證
05142P,B6富邦,0999P,認售權證
05143P,B7富邦,0999P,認售權證
05144P,MI元大,0999P,認售權證
05145P,MJ元大,0999P,認售權證
05146P,MK元大,0999P,認售權證
05147P,永豐3S,0999P,認售權證
05148P,永豐3T,0999P,認售權證
05149P,永豐3U,0999P,認售權證
05150P,群益GH,0999P,認售權證
05151P,群益GI,0999P,認售權證
05152P,群益GJ,0999P,認售權證
05153P,群益GK,0999P,認售權證
05154P,凱基NP,0999P,認售權證
05155P,統一NN,0999P,認售權證
05156P,統一NP,0999P,認售權證
05157P,C1富邦,0999P,認售權證
05158P,76中信,0999P,認售權證
05159P,MU元大,0999P,認售權證
05160P,MV元大,0999P,認售權證
05161P,MW元大,0999P,認售權證
05162P,MX元大,0999P,認售權證
05163P,MY元大,0999P,認售權證
05164P,國泰JJ,0999P,認售權證
05165P,元富5Y,0999P,認售權證
05166P,康和HB,0999P,認售權證
05167P,工銀13,0999P,認售權證
05168P,凱基NR,0999P,認售權證
05169P,兆豐3U,0999P,認售權證
05170P,永豐4A,0999P,認售權證
05171P,永豐4B,0999P,認售權證
05172P,統一NT,0999P,認售權證
05173P,統一NU,0999P,認售權證
05174P,統一NV,0999P,認售權證
05175P,日盛BQ,0999P,認售權證
05176P,NH元大,0999P,認售權證
05177P,NI元大,0999P,認售權證
05178P,NJ元大,0999P,認售權證
05179P,國票JM,0999P,認售權證
05180P,群益GS,0999P,認售權證
05181P,群益GT,0999P,認售權證
05182P,群益GU,0999P,認售權證
05183P,群益GV,0999P,認售權證
05184P,群益GW,0999P,認售權證
05185P,群益GX,0999P,認售權證
05186P,群益GY,0999P,認售權證
05187P,群益HB,0999P,認售權證
05188P,群益HC,0999P,認售權證
05189P,群益HD,0999P,認售權證
05190P,群益HE,0999P,認售權證
05191P,群益HF,0999P,認售權證
05192P,群益HG,0999P,認售權證
05193P,群益HH,0999P,認售權證
05194P,A5凱基,0999P,認售權證
05195P,A6凱基,0999P,認售權證
05196P,A7凱基,0999P,認售權證
05197P,D3富邦,0999P,認售權證
05198P,D4富邦,0999P,認售權證
05199P,E1富邦,0999P,認售權證
05200P,E2富邦,0999P,認售權證
05201P,國票JR,0999P,認售權證
05202P,國票JS,0999P,認售權證
05203P,元富6K,0999P,認售權證
05204P,D4凱基,0999P,認售權證
05205P,D5凱基,0999P,認售權證
05206P,D6凱基,0999P,認售權證
05207P,D7凱基,0999P,認售權證
05208P,E3凱基,0999P,認售權證
05209P,D6富邦,0999P,認售權證
05210P,群益HM,0999P,認售權證
05211P,群益HW,0999P,認售權證
05212P,E4凱基,0999P,認售權證
05213P,E6凱基,0999P,認售權證
05214P,E7凱基,0999P,認售權證
05215P,H1亞東,0999P,認售權證
05216P,H2亞東,0999P,認售權證
05217P,NS元大,0999P,認售權證
05218P,康和HC,0999P,認售權證
05219P,康和HE,0999P,認售權證
05220P,統一1D,0999P,認售權證
05221P,元富6U,0999P,認售權證
05222P,兆豐4N,0999P,認售權證
05223P,兆豐4P,0999P,認售權證
05224P,兆豐4Q,0999P,認售權證
05225P,A4凱基,0999P,認售權證
05226P,D3凱基,0999P,認售權證
05227P,國票JV,0999P,認售權證
05228P,84中信,0999P,認售權證
05229P,XD元大,0999P,認售權證
05230P,XE元大,0999P,認售權證
05231P,XF元大,0999P,認售權證
05232P,統一1F,0999P,認售權證
05233P,群益IC,0999P,認售權證
05234P,群益ID,0999P,認售權證
05235P,H3亞東,0999P,認售權證
05236P,日盛BV,0999P,認售權證
05237P,元富6X,0999P,認售權證
05238P,元富6Y,0999P,認售權證
05239P,元富6Z,0999P,認售權證
05240P,元富7A,0999P,認售權證
05241P,E4富邦,0999P,認售權證
05242P,XI元大,0999P,認售權證
05243P,XJ元大,0999P,認售權證
05244P,E8凱基,0999P,認售權證
05245P,F2凱基,0999P,認售權證
05246P,永豐4X,0999P,認售權證
05247P,永豐4Y,0999P,認售權證
05248P,永豐4Z,0999P,認售權證
05249P,永豐5A,0999P,認售權證
05250P,H5亞東,0999P,認售權證
05251P,H6亞東,0999P,認售權證
05252P,統一1L,0999P,認售權證
05253P,統一1M,0999P,認售權證
05254P,元富7F,0999P,認售權證
05255P,元富7G,0999P,認售權證
05256P,國票KC,0999P,認售權證
05257P,國票KD,0999P,認售權證
05258P,國票KE,0999P,認售權證
05259P,康和HM,0999P,認售權證
05260P,統一1P,0999P,認售權證
05261P,F5凱基,0999P,認售權證
05262P,日盛BY,0999P,認售權證
05263P,永豐5E,0999P,認售權證
05264P,國泰JL,0999P,認售權證
05265P,XL元大,0999P,認售權證
05266P,XM元大,0999P,認售權證
05267P,XN元大,0999P,認售權證
05268P,群益IG,0999P,認售權證
05269P,群益IK,0999P,認售權證
05270P,群益IL,0999P,認售權證
05271P,XU元大,0999P,認售權證
05272P,XV元大,0999P,認售權證
05273P,XW元大,0999P,認售權證
05274P,XX元大,0999P,認售權證
05275P,XY元大,0999P,認售權證
05276P,XZ元大,0999P,認售權證
05277P,YA元大,0999P,認售權證
05278P,日盛CC,0999P,認售權證
05279P,J4亞東,0999P,認售權證
05280P,F2富邦,0999P,認售權證
05281P,F3富邦,0999P,認售權證
05282P,F4富邦,0999P,認售權證
05283P,工銀19,0999P,認售權證
05284P,兆豐5L,0999P,認售權證
05285P,永豐5M,0999P,認售權證
05286P,永豐5R,0999P,認售權證
05287P,88中信,0999P,認售權證
05288P,日盛CH,0999P,認售權證
05289P,F7富邦,0999P,認售權證
05290P,YK元大,0999P,認售權證
05291P,YL元大,0999P,認售權證
05292P,YM元大,0999P,認售權證
05293P,YN元大,0999P,認售權證
05294P,康和HN,0999P,認售權證
05295P,康和HS,0999P,認售權證
05296P,元富7R,0999P,認售權證
05297P,ZD元大,0999P,認售權證
05298P,ZE元大,0999P,認售權證
05299P,ZF元大,0999P,認售權證
05300P,ZG元大,0999P,認售權證
05301P,國票KK,0999P,認售權證
05302P,國票KL,0999P,認售權證
05303P,國票KM,0999P,認售權證
05304P,G8凱基,0999P,認售權證
05305P,H3凱基,0999P,認售權證
05306P,日盛CL,0999P,認售權證
05307P,日盛CM,0999P,認售權證
05308P,群益IN,0999P,認售權證
05309P,群益IP,0999P,認售權證
05310P,群益JC,0999P,認售權證
05311P,群益JD,0999P,認售權證
05312P,群益JE,0999P,認售權證
05313P,群益JF,0999P,認售權證
05314P,永豐5W,0999P,認售權證
05315P,永豐5X,0999P,認售權證
05316P,永豐5Y,0999P,認售權證
05317P,G6富邦,0999P,認售權證
05318P,元富8F,0999P,認售權證
05319P,J2凱基,0999P,認售權證
05320P,J3凱基,0999P,認售權證
05321P,J4凱基,0999P,認售權證
05322P,J5凱基,0999P,認售權證
05323P,工銀22,0999P,認售權證
05324P,日盛CR,0999P,認售權證
05325P,H2富邦,0999P,認售權證
05326P,康和HV,0999P,認售權證
05327P,康和IA,0999P,認售權證
05328P,統一1V,0999P,認售權證
05329P,永豐6G,0999P,認售權證
05330P,永豐6I,0999P,認售權證
05331P,永豐6J,0999P,認售權證
05332P,ZN元大,0999P,認售權證
05333P,兆豐6E,0999P,認售權證
05334P,兆豐6F,0999P,認售權證
05335P,兆豐6G,0999P,認售權證
05336P,兆豐6H,0999P,認售權證
05337P,兆豐6J,0999P,認售權證
05338P,兆豐6K,0999P,認售權證
05339P,兆豐6Q,0999P,認售權證
05340P,H4富邦,0999P,認售權證
05341P,95中信,0999P,認售權證
05342P,96中信,0999P,認售權證
05343P,97中信,0999P,認售權證
05344P,98中信,0999P,認售權證
05345P,統一1Y,0999P,認售權證
05346P,H9凱基,0999P,認售權證
05347P,J1凱基,0999P,認售權證
05348P,K5凱基,0999P,認售權證
05349P,工銀23,0999P,認售權證
05350P,工銀24,0999P,認售權證
05351P,工銀25,0999P,認售權證
05352P,工銀31,0999P,認售權證
05353P,K8凱基,0999P,認售權證
05354P,L3凱基,0999P,認售權證
05355P,工銀33,0999P,認售權證
05356P,ZV元大,0999P,認售權證
05357P,ZW元大,0999P,認售權證
05358P,元富8P,0999P,認售權證
05359P,群益JI,0999P,認售權證
05360P,群益JJ,0999P,認售權證
05361P,群益JK,0999P,認售權證
05362P,群益JQ,0999P,認售權證
05363P,群益JR,0999P,認售權證
05364P,群益JS,0999P,認售權證
05365P,群益JT,0999P,認售權證
05366P,群益JU,0999P,認售權證
05367P,永豐6X,0999P,認售權證
05368P,永豐6Y,0999P,認售權證
05369P,永豐6Z,0999P,認售權證
05370P,永豐7A,0999P,認售權證
05371P,康和IC,0999P,認售權證
05372P,日盛DA,0999P,認售權證
05373P,H8富邦,0999P,認售權證
05374P,H9富邦,0999P,認售權證
05375P,日盛DD,0999P,認售權證
05376P,A5中信,0999P,認售權證
05377P,A6中信,0999P,認售權證
05378P,元大AC,0999P,認售權證
05379P,L4凱基,0999P,認售權證
05380P,L6凱基,0999P,認售權證
05381P,國票KS,0999P,認售權證
05382P,統一2E,0999P,認售權證
05383P,元富8T,0999P,認售權證
05384P,元富8U,0999P,認售權證
05385P,A9中信,0999P,認售權證
05386P,元富9A,0999P,認售權證
05387P,群益KB,0999P,認售權證
05388P,日盛DF,0999P,認售權證
05389P,L4亞東,0999P,認售權證
05390P,元大AJ,0999P,認售權證
05391P,國泰JS,0999P,認售權證
05392P,J5富邦,0999P,認售權證
05393P,B5中信,0999P,認售權證
05394P,永豐7H,0999P,認售權證
05395P,國票KX,0999P,認售權證
05396P,兆豐6T,0999P,認售權證
05397P,兆豐7G,0999P,認售權證
05398P,元大AK,0999P,認售權證
05399P,元大AL,0999P,認售權證
05400P,元大AM,0999P,認售權證
05401P,元大AN,0999P,認售權證
05402P,群益KF,0999P,認售權證
05403P,群益KG,0999P,認售權證
05404P,群益KK,0999P,認售權證
05405P,日盛DN,0999P,認售權證
05406P,L5亞東,0999P,認售權證
05407P,元富9F,0999P,認售權證
05408P,元大AW,0999P,認售權證
05409P,兆豐7H,0999P,認售權證
05410P,L6亞東,0999P,認售權證
05411P,K4富邦,0999P,認售權證
05412P,K5富邦,0999P,認售權證
05413P,K6富邦,0999P,認售權證
05414P,K7富邦,0999P,認售權證
05415P,元富9N,0999P,認售權證
05416P,國票LE,0999P,認售權證
05417P,元大BA,0999P,認售權證
05418P,C3中信,0999P,認售權證
05419P,1C凱基,0999P,認售權證
05420P,1K凱基,0999P,認售權證
05421P,1M凱基,0999P,認售權證
05422P,日盛DY,0999P,認售權證
05423P,L3富邦,0999P,認售權證
05424P,L4富邦,0999P,認售權證
05425P,群益KS,0999P,認售權證
05426P,永豐7W,0999P,認售權證
05427P,永豐7X,0999P,認售權證
05428P,永豐7Y,0999P,認售權證
05429P,永豐7Z,0999P,認售權證
05430P,元富9R,0999P,認售權證
05431P,國泰JY,0999P,認售權證
05432P,元大BL,0999P,認售權證
05433P,元大BM,0999P,認售權證
05434P,元大BN,0999P,認售權證
05435P,元大BP,0999P,認售權證
05436P,元大BQ,0999P,認售權證
05437P,永豐8G,0999P,認售權證
05438P,永豐8H,0999P,認售權證
05439P,永豐8J,0999P,認售權證
05440P,1Q凱基,0999P,認售權證
05441P,1R凱基,0999P,認售權證
05442P,工銀41,0999P,認售權證
05443P,工銀42,0999P,認售權證
05444P,工銀43,0999P,認售權證
05445P,元富9S,0999P,認售權證
05446P,元富9T,0999P,認售權證
05447P,日盛EC,0999P,認售權證
05448P,M1富邦,0999P,認售權證
05449P,M2富邦,0999P,認售權證
05450P,1S凱基,0999P,認售權證
05451P,1T凱基,0999P,認售權證
05452P,1W凱基,0999P,認售權證
05453P,C5中信,0999P,認售權證
05454P,C6中信,0999P,認售權證
05455P,C7中信,0999P,認售權證
05456P,C8中信,0999P,認售權證
05457P,國票LL,0999P,認售權證
05458P,群益KY,0999P,認售權證
05459P,永豐8R,0999P,認售權證
05460P,永豐8S,0999P,認售權證
05461P,永豐8T,0999P,認售權證
05462P,永豐8U,0999P,認售權證
05463P,M9富邦,0999P,認售權證
05464P,工銀45,0999P,認售權證
05465P,D1中信,0999P,認售權證
05466P,元大CA,0999P,認售權證
05467P,兆豐8A,0999P,認售權證
05468P,兆豐8J,0999P,認售權證
05469P,兆豐8K,0999P,認售權證
05470P,兆豐8L,0999P,認售權證
05471P,兆豐8M,0999P,認售權證
05472P,兆豐8N,0999P,認售權證
05473P,群益LF,0999P,認售權證
05474P,群益LG,0999P,認售權證
05475P,國票LM,0999P,認售權證
05476P,康和II,0999P,認售權證
05477P,11元富,0999P,認售權證
05478P,日盛EL,0999P,認售權證
05479P,日盛EM,0999P,認售權證
05480P,日盛EN,0999P,認售權證
05481P,AA富邦,0999P,認售權證
05482P,N7富邦,0999P,認售權證
05483P,N8富邦,0999P,認售權證
05484P,N9富邦,0999P,認售權證
05485P,1Z凱基,0999P,認售權證
05486P,2B凱基,0999P,認售權證
05487P,2L凱基,0999P,認售權證
05488P,2X凱基,0999P,認售權證
05489P,工銀47,0999P,認售權證
05490P,元大CE,0999P,認售權證
05491P,元大CF,0999P,認售權證
05492P,元大CG,0999P,認售權證
05493P,元大CH,0999P,認售權證
05494P,兆豐9C,0999P,認售權證
05495P,N2亞東,0999P,認售權證
05496P,N3亞東,0999P,認售權證
05497P,32元富,0999P,認售權證
05498P,33元富,0999P,認售權證
05499P,34元富,0999P,認售權證
05500P,35元富,0999P,認售權證
05501P,36元富,0999P,認售權證
05502P,永豐AD,0999P,認售權證
05503P,群益LW,0999P,認售權證
05504P,群益LX,0999P,認售權證
05505P,群益LY,0999P,認售權證
05506P,BA富邦,0999P,認售權證
05507P,元大DZ,0999P,認售權證
05508P,元大EA,0999P,認售權證
05509P,元大EB,0999P,認售權證
05510P,元大EC,0999P,認售權證
05511P,元大ED,0999P,認售權證
05512P,元大EE,0999P,認售權證
05513P,元大EF,0999P,認售權證
05514P,元大EG,0999P,認售權證
05515P,3H凱基,0999P,認售權證
05516P,3L凱基,0999P,認售權證
05517P,3M凱基,0999P,認售權證
05518P,永豐AI,0999P,認售權證
05519P,永豐AJ,0999P,認售權證
05520P,群益ML,0999P,認售權證
05521P,群益MM,0999P,認售權證
05522P,群益MN,0999P,認售權證
05523P,42元富,0999P,認售權證
05524P,43元富,0999P,認售權證
05525P,44元富,0999P,認售權證
05526P,45元富,0999P,認售權證
05527P,46元富,0999P,認售權證
05528P,47元富,0999P,認售權證
05529P,日盛FN,0999P,認售權證
05530P,日盛FP,0999P,認售權證
05531P,BJ富邦,0999P,認售權證
05532P,永豐AQ,0999P,認售權證
05533P,永豐AR,0999P,認售權證
05534P,元大EX,0999P,認售權證
05535P,元大EY,0999P,認售權證
05536P,元大EZ,0999P,認售權證
05537P,統一4B,0999P,認售權證
05538P,統一4C,0999P,認售權證
05539P,52元富,0999P,認售權證
05540P,53元富,0999P,認售權證
05541P,54元富,0999P,認售權證
05542P,62元富,0999P,認售權證
05543P,63元富,0999P,認售權證
05544P,兆豐9R,0999P,認售權證
05545P,兆豐9S,0999P,認售權證
05546P,兆豐9T,0999P,認售權證
05547P,兆豐9U,0999P,認售權證
05548P,兆豐9V,0999P,認售權證
05549P,兆豐9W,0999P,認售權證
05550P,N6亞東,0999P,認售權證
05551P,群益MV,0999P,認售權證
05552P,群益MX,0999P,認售權證
05553P,群益MY,0999P,認售權證
05554P,群益MZ,0999P,認售權證
05555P,群益NA,0999P,認售權證
05556P,群益NB,0999P,認售權證
05557P,群益NN,0999P,認售權證
05558P,群益NS,0999P,認售權證
05559P,群益NT,0999P,認售權證
05560P,群益NU,0999P,認售權證
05561P,元大FS,0999P,認售權證
05562P,元大FT,0999P,認售權證
05563P,元大FU,0999P,認售權證
05564P,F4中信,0999P,認售權證
05565P,F5中信,0999P,認售權證
05566P,工銀59,0999P,認售權證
05567P,工銀60,0999P,認售權證
05568P,4D凱基,0999P,認售權證
05569P,70元富,0999P,認售權證
05570P,71元富,0999P,認售權證
05571P,BT富邦,0999P,認售權證
05572P,BU富邦,0999P,認售權證
05573P,永豐BD,0999P,認售權證
05574P,永豐BG,0999P,認售權證
05575P,06群益,0999P,認售權證
05576P,08群益,0999P,認售權證
05577P,10群益,0999P,認售權證
05578P,日盛FW,0999P,認售權證
05579P,元大GB,0999P,認售權證
05580P,元大GC,0999P,認售權證
05581P,元大GD,0999P,認售權證
05582P,元大GE,0999P,認售權證
05583P,元大GF,0999P,認售權證
05584P,元大GG,0999P,認售權證
05585P,元大GH,0999P,認售權證
05586P,元大GI,0999P,認售權證
05587P,國泰KR,0999P,認售權證
05588P,康和IZ,0999P,認售權證
05589P,72元富,0999P,認售權證
05590P,73元富,0999P,認售權證
05591P,工銀61,0999P,認售權證
05592P,4S凱基,0999P,認售權證
05593P,4V凱基,0999P,認售權證
05594P,4Y凱基,0999P,認售權證
05595P,元大GW,0999P,認售權證
05596P,元大GX,0999P,認售權證
05597P,元大GY,0999P,認售權證
05598P,CH富邦,0999P,認售權證
05599P,CJ富邦,0999P,認售權證
05600P,5B凱基,0999P,認售權證
05601P,5G凱基,0999P,認售權證
05602P,永豐CJ,0999P,認售權證
05603P,統一4Q,0999P,認售權證
05604P,84元富,0999P,認售權證
